herd,year,events,trials,dist.hum_scale,dist.nat_scale,dist.all_scale,dist.hum.es_scale,dist.cuts_scale,grow.seas.length_scale,snow.depth_scale,cooler.winter_scale,warm.dry.summer_scale,start.spring_scale,rain.on.snow_scale,greenness_scale,season.num,type.otc,type.osc,type.mnka
23,48,2,27,1.2593422688436948,-0.1840970528612516,1.222346964913118,1.274819925942703,1.3453551198297111,2.9178688906915444,1.329617285183637,-0.5736853511524443,0.5705450423704248,-1.6167805905496455,2.355738711572917,NA,9,1,0,0
23,49,4,27,1.275246716851394,-0.14878940046129122,1.2502833494373642,1.2907173530435385,1.3611852452544326,1.841798303038266,1.307305700175044,-1.1706153605234209,2.0720294199725164,-1.7154449243199053,0.6158047562573444,NA,9,1,0,0
23,50,1,23,1.27306985106245,-0.13174902768286884,1.2537244600102158,1.2885414482167072,1.3590185521095284,2.0285792997507843,-0.42327443504779455,-1.099966771298985,0.9880421711345369,-2.6465077723464336,-0.278969685828391,NA,9,1,0,0
23,51,1,11,1.251567748169251,-0.12752301523200057,1.233213629881857,1.2670488372758046,1.3376169300268361,1.6508027157312368,0.9462046011006291,-1.3712738784900518,-0.26838452675374597,-1.69339202035164,-0.35955577129570404,NA,9,1,0,0
24,36,4,36,0.6498334059340951,-0.5749931765695154,0.4713190919197207,0.6500630420030225,-0.4066135098373833,0.835021219280054,-1.6256032073013573,-0.5421317467432345,-0.34529250545533974,0.21044408017090932,-1.1495175659304442,0.39388926958874376,9,0,1,0
24,37,10,77,0.4928927788294587,-0.5749931765686109,0.3113688706084674,0.49170375563278484,-0.39984029649429964,1.1272041936331638,-1.875007378002153,-1.237301903668506,0.35982702099950004,-1.094631754344308,-1.0450846017112068,0.3648932853366934,9,0,1,0
24,38,2,100,0.342331852013806,-0.574993176569064,0.15792069081367358,0.3210158268335827,-0.39984029649429964,0.9023821915503252,-1.5239321050733123,-1.037867240494761,1.4413675862472854,-1.2504419870585524,-0.14394985217526043,0.5737201334596358,9,0,1,0
24,39,1,65,0.17178119762680444,-0.5749931765696005,-0.015900552399985474,0.13608619040118367,-0.39984029649429964,0.8068590048845727,-1.7799455229677839,0.11039442743434373,0.19038877671411578,-0.5436619039981833,-1.0841668766644168,0.5770658239502565,9,0,1,0
24,40,9,64,0.12010562528763784,-0.5743406284745084,-0.06835035396798626,0.08443342988019294,-0.39984029649429964,0.587840702389992,-1.4300825205751202,0.20324079452682833,0.5410133873763647,-2.4224768647624018,-1.1107912315505697,0.7633092612615066,9,0,1,0
24,41,13,67,0.05737190578093081,-0.5743406284745943,-0.13228709554930473,0.01726358492334565,-0.3896804764797654,0.35417043700046275,-1.7257039662014058,-0.1047422500421107,0.4028179845379347,-0.2378697515141163,-1.0128363857662073,0.6358942150770137,9,0,1,0
24,42,10,74,0.13967003950643436,-0.5736880803791689,-0.04819402526613683,0.09229825349885844,-0.08382756145651801,0.6664760746800756,-1.6138515171214811,0.4538642168686347,1.283976283548246,-0.4269402234312015,-1.1614415751374803,0.6311544868819672,9,0,1,0
24,43,5,45,0.0044203933839077345,-0.5723829841896935,-0.1856038359861878,-0.05118163683689187,-0.0789593143661346,0.7402591735439087,-1.8005239231726364,-1.102795418794181,-1.6839190897502698,-1.765975694702581,-0.66148744581797,0.5553188357612194,9,0,1,0
24,44,4,55,-0.08255618721988223,-0.5710778880004382,-0.27381486589628556,-0.13811982224024838,-0.0789593143661346,0.5635317639506489,-1.6271951212794689,-0.3598244749279165,0.04545522801765839,-0.3789926356084122,-1.2980159731297163,0.893032214312214,9,0,1,0
24,45,3,37,-0.0851080673353166,-0.5704253399061364,-0.27619894778580745,-0.14067057584628453,-0.0789593143661346,1.1097455235602907,-1.5385656341078744,-0.04703382894511232,0.1558364603853612,-1.5497841398841163,-0.3672313738341893,0.932615140463985,9,0,1,0
24,46,5,30,-0.07681445696002331,-0.5704253399060689,-0.267746293814194,-0.13833238504067497,-0.07663102227921202,0.9067111805874685,-1.7490304672302606,-1.003358596058504,-0.31908172290679954,-0.6862612940383973,-0.30946221878039143,0.9614856613226377,9,0,1,0
24,47,4,19,0.8205967169974924,-0.5717304360960033,0.6464407434365965,0.6927881649029373,0.7628241064284238,1.4708117520428874,-2.0266878754450137,-1.0453873244967478,0.7303387591346554,-1.0551546480007503,-0.9110017877323818,0.8926759602321934,9,0,1,0
