herd,year,est,sd,season_int,herd_num,trt
Wells Gray North,1995,0.19704433497536947,0.025516706786421584,1,38,NA
Wells Gray North,1994,0.19138755980861244,0.02493029332232208,1,38,NA
Wells Gray North,1993,0.20670391061452517,0.027552761166935055,1,38,NA
Wells Gray North,1992,0.12418300653594772,0.025146268323601437,1,38,NA
Wells Gray South,2020,0.21568627450980396,0.03693561371450078,1,39,NA
Wells Gray South,2019,0.25555555555555554,0.04103170731440416,1,39,NA
Wells Gray South,2018,0.2777777777777778,0.04669713751009953,1,39,NA
Wells Gray South,2017,0.2947368421052632,0.04110931649309081,1,39,NA
Wells Gray South,2015,0.23404255319148937,0.05559500047093949,1,39,NA
Wells Gray South,2013,0.1827956989247312,0.03685122810083196,1,39,NA
Wells Gray South,2011,0.1292517006802721,0.026038166906535244,1,39,NA
Wells Gray South,2010,0.24193548387096772,0.04880423463571344,1,39,NA
Wells Gray South,2008,0.19548872180451127,0.031450558328802274,1,39,NA
Wells Gray South,2006,0.2331288343558282,0.02982367593885896,1,39,NA
Wells Gray South,1999,0.20481927710843373,0.040356949938419824,1,39,NA
Wells Gray South,1995,0.26666666666666666,0.030588764516074902,1,39,NA
Wolverine,2010,0.1315577889447236,0.02307868533638854,1,40,NA
Wolverine,2009,0.11277533039647578,0.02059252521631632,1,40,NA
Wolverine,2008,0.16417917217917216,0.02058655971559241,1,40,NA
Wolverine,2007,0.1911050847457627,0.02070001555185881,1,40,NA
Wolverine,2004,0.24761904761904763,0.032850267932209805,1,40,NA
Wolverine,2002,0.2992207792207792,0.038832736618240445,1,40,NA
Wolverine,2001,0.15510204081632656,0.03279175075040725,1,40,NA
Wolverine,2000,0.08791208791208792,0.02761074733919153,1,40,NA
Wolverine,1998,0.19553072625698323,0.02711161262267276,1,40,NA
